name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,seats,year
Mahindra XUV500 W8 2WD,535000,120000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2012
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,700000,70000,Diesel,Manual,First Owner,12.99 kmpl,2494 CC,7,2013
Maruti Swift Dzire VDI,550000,70000,Diesel,Manual,First Owner,23.4 kmpl,1248 CC,5,2013
Honda Amaze S CVT Petrol BSIV,680000,15000,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC,5,2019
Hyundai i10 Sportz 1.2,200000,53000,Petrol,Manual,Second Owner,20.36 kmpl,1197 CC,5,2009
Maruti Swift Dzire VDI,500000,120000,Diesel,Manual,Second Owner,23.4 kmpl,1248 CC,5,2014
Maruti Ertiga SHVS ZDI Plus,1000000,70000,Diesel,Manual,First Owner,24.52 kmpl,1248 CC,7,2016
Hyundai Getz 1.3 GVS,110000,120000,Petrol,Manual,Second Owner,14.2 kmpl,1341 CC,5,2008
Hyundai i20 1.2 Magna,320000,100000,Petrol,Manual,Second Owner,18.5 kmpl,1197 CC,5,2012
Tata Indica DLS,75000,110000,Diesel,Manual,Second Owner,,,,2005
Maruti Swift LXI Optional-O,350000,100000,Petrol,Manual,First Owner,20.4 kmpl,1197 CC,5,2015
Tata Indica Vista TDI LS,170000,162500,Diesel,Manual,First Owner,19.4 kmpl,1405 CC,5,2013
Hyundai i20 2015-2017 Asta 1.4 CRDi,800000,39000,Diesel,Manual,First Owner,22.54 kmpl,1396 CC,5,2017
Maruti Ignis 1.3 Alpha,500000,75000,Diesel,Manual,First Owner,26.8 kmpl,1248 CC,5,2017
Tata Hexa XTA,1380000,50000,Diesel,Automatic,First Owner,17.6 kmpl,2179 CC,7,2017
Mahindra Marazzo M6 8Str,1300000,40000,Diesel,Manual,First Owner,17.3 kmpl,1497 CC,8,2019
Hyundai Verna 1.6 CRDI,530000,92500,Diesel,Manual,First Owner,22.32 kmpl,1582 CC,5,2013
Maruti Swift Dzire VDI,360000,158000,Diesel,Manual,First Owner,23.4 kmpl,1248 CC,5,2012
Maruti Swift Dzire LDi,310000,120000,Diesel,Manual,First Owner,19.3 kmpl,1248 CC,5,2012
Honda City i DTEC V,725000,50000,Diesel,Manual,Second Owner,26.0 kmpl,1498 CC,5,2015
Maruti Swift Dzire ZDi,340000,110000,Diesel,Manual,First Owner,19.3 kmpl,1248 CC,5,2012
Hyundai Xcent 1.2 CRDi E,550000,2000,Diesel,Manual,Second Owner,25.4 kmpl,1186 CC,5,2017
Toyota Fortuner 3.0 Diesel,1150000,181000,Diesel,Manual,Second Owner,11.5 kmpl,2982 CC,7,2011
Tata Tiago 1.05 Revotorq XZ,380000,70000,Diesel,Manual,First Owner,27.28 kmpl,1047 CC,5,2016
Nissan Sunny XL AT Special Edition,350000,90000,Petrol,Automatic,Second Owner,17.97 kmpl,1498 CC,5,2013
Hyundai Elite i20 Magna Plus BSIV,610000,2000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2019
Maruti Swift Dzire VXI,525000,20000,Petrol,Manual,First Owner,20.85 kmpl,1197 CC,5,2015
Toyota Innova 2.5 GX 7 STR,480000,120000,Diesel,Manual,First Owner,12.8 kmpl,2494 CC,7,2011
Mahindra Thar CRDe,780000,35000,Diesel,Manual,First Owner,16.55 kmpl,2498 CC,6,2017
Maruti Swift Dzire ZDi,320000,193000,Diesel,Manual,First Owner,19.3 kmpl,1248 CC,5,2012
Maruti Swift 1.2 DLX (Only Delhi),375000,80000,Petrol,Manual,First Owner,20.4 kmpl,1197 CC,5,2014
Datsun GO D Petrol,300000,40000,Petrol,Manual,First Owner,19.02 kmpl,1198 CC,5,2019
Hyundai i20 Asta 1.4 CRDi,500000,70000,Diesel,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,5,2015
Mahindra Scorpio LX,404000,122358,Diesel,Manual,First Owner,12.05 kmpl,2179 CC,9,2011
Tata Sumo Gold EX BSIII,500000,75000,Diesel,Manual,First Owner,14.07 kmpl,2956 CC,7,2015
Tata Tiago Wizz 1.05 Revotorq,350000,120000,Diesel,Manual,First Owner,27.28 kmpl,1047 CC,5,2017
Tata Zest Revotron 1.2 XT,380000,40000,Petrol,Manual,First Owner,17.57 kmpl,1193 CC,5,2015
Hyundai Accent GLE,114999,95200,Petrol,Manual,Third Owner,13.2 kmpl,1495 CC,5,2008
Honda Brio Exclusive Edition,335000,33033,Petrol,Manual,First Owner,19.4 kmpl,1198 CC,5,2014
Hyundai Grand i10 AT Asta,465000,63063,Petrol,Automatic,First Owner,18.9 kmpl,1197 CC,5,2015
Tata Manza Club Class Quadrajet90 LX,290000,60000,Diesel,Manual,First Owner,21.02 kmpl,1248 CC,5,2012
Maruti Alto LX,110000,45000,Petrol,Manual,Second Owner,19.7 kmpl,796 CC,5,2005
Tata New Safari DICOR 2.2 EX 4x2,450000,80000,Diesel,Manual,Third Owner,11.57 kmpl,2179 CC,7,2011
Mahindra Bolero SLE,400000,170000,Diesel,Manual,Second Owner,13.6 kmpl,2523 CC,7,2009
Mahindra Bolero DI DX 7 Seater,210000,207890,Diesel,Manual,Second Owner,13.6 kmpl,2523 CC,7,2007
Mercedes-Benz GL-Class 220d 4MATIC Sport,4600000,7976,Diesel,Automatic,First Owner,17.9 kmpl,2143 CC,5,2018
Maruti Omni E MPI STD BS IV,220000,35000,Petrol,Manual,First Owner,16.8 kmpl,796 CC,8,2016
Hyundai Grand i10 Sportz,450000,35000,Petrol,Manual,First Owner,18.9 kmpl,1197 CC,5,2017
Hyundai Grand i10 Sportz,450000,35000,Petrol,Manual,First Owner,18.9 kmpl,1197 CC,5,2017
Hyundai i10 Sportz AT,290000,50000,Petrol,Automatic,First Owner,16.95 kmpl,1197 CC,5,2013
Maruti Swift VXI Deca,520000,20000,Petrol,Manual,First Owner,20.4 kmpl,1197 CC,5,2016
Hyundai i10 Sportz AT,265000,20000,Petrol,Automatic,First Owner,16.95 kmpl,1197 CC,5,2011
Maruti Swift VXI,330000,50000,Petrol,Manual,Second Owner,18.6 kmpl,1197 CC,5,2012
Maruti Swift VXI,330000,50000,Petrol,Manual,Second Owner,18.6 kmpl,1197 CC,5,2012
Mahindra Bolero 2011-2019 ZLX,509999,120000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,7,2014
Hyundai Verna 1.6 SX VTVT (O),500000,70000,Petrol,Manual,First Owner,17.1 kmpl,1591 CC,5,2014
Hyundai i20 Active 1.2,525000,50000,Petrol,Manual,First Owner,17.19 kmpl,1197 CC,5,2015
Maruti Baleno Zeta,675000,16500,Petrol,Manual,First Owner,21.01 kmpl,1197 CC,5,2019
Hyundai i20 1.2 Asta,300000,70000,Petrol,Manual,First Owner,17.0 kmpl,1197 CC,5,2010
Maruti Alto LXI,90000,99361,Petrol,Manual,Second Owner,19.7 kmpl,796 CC,5,2005
Maruti Swift Dzire VDI,650000,25000,Diesel,Manual,First Owner,26.59 kmpl,1248 CC,5,2017
Maruti Swift Dzire VXI,409000,70000,Petrol,Manual,Second Owner,19.1 kmpl,1197 CC,5,2014
Hyundai Grand i10 CRDi Sportz,395000,80000,Diesel,Manual,Second Owner,24.0 kmpl,1120 CC,5,2015
Maruti Swift 1.3 VXi,215000,70000,Petrol,Manual,Second Owner,,,,2010
Maruti Swift Dzire VXI,400000,70000,Petrol,Manual,Second Owner,19.1 kmpl,1197 CC,5,2014
Chevrolet Beat LS,120000,60000,Petrol,Manual,Third Owner,18.6 kmpl,1199 CC,5,2012
Tata Tigor 1.2 Revotron XZA,645000,10000,Petrol,Automatic,First Owner,20.3 kmpl,1199 CC,5,2018
Maruti 800 Std,81000,80000,Petrol,Manual,First Owner,16.1 kmpl,796 CC,4,2006
Honda City i-DTEC VX,1300000,30000,Diesel,Manual,First Owner,25.6 kmpl,1498 CC,5,2017
Honda City i-DTEC VX,1250000,33000,Diesel,Manual,First Owner,25.6 kmpl,1498 CC,5,2017
Maruti Ertiga VXI,535000,90000,Petrol,Manual,Third Owner,16.02 kmpl,1373 CC,7,2013
Nissan Terrano XV Premium 110 PS,555000,80100,Diesel,Manual,Second Owner,19.01 kmpl,1461 CC,5,2014
Honda City i VTEC VX,725000,120000,Petrol,Manual,First Owner,17.4 kmpl,1497 CC,5,2014
Mahindra Willys CJ 3B 4X4,300000,10000,Diesel,Manual,Third Owner,,,,1983
Renault KWID RXL,229999,40000,Petrol,Manual,First Owner,25.17 kmpl,799 CC,5,2016
Toyota Innova 2.5 GX (Diesel) 8 Seater,800000,160000,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,8,2013
Maruti Wagon R VXI BS IV,409999,47000,Petrol,Manual,First Owner,20.51 kmpl,998 CC,5,2017
Hyundai Creta 1.4 CRDi S Plus,1210000,25000,Diesel,Manual,First Owner,21.38 kmpl,1396 CC,5,2018
Tata Tiago 1.2 Revotron XZ,400000,26000,Petrol,Manual,First Owner,23.84 kmpl,1199 CC,5,2017
Hyundai Grand i10 1.2 CRDi Sportz,520000,29000,Diesel,Manual,First Owner,24.0 kmpl,1186 CC,5,2018
Maruti Baleno Zeta Automatic,650000,50000,Petrol,Automatic,First Owner,21.4 kmpl,1197 CC,5,2016
Maruti Swift ZXI ABS,325000,58000,Petrol,Manual,Third Owner,16.1 kmpl,1298 CC,5,2011
Maruti Swift Dzire VXi AT,420000,120000,Petrol,Automatic,First Owner,17.4 kmpl,1197 CC,5,2012
Maruti Swift LXI Option,400000,50000,Petrol,Manual,First Owner,20.4 kmpl,1197 CC,5,2014
Hyundai i20 1.2 Asta,254999,80000,Petrol,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,5,2010
Maruti Zen LXI,65000,60000,Petrol,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,5,2003
Maruti Celerio LXI,351000,36000,Petrol,Manual,First Owner,23.1 kmpl,998 CC,5,2017
Toyota Innova 2.5 V Diesel 8-seater,404000,120000,Diesel,Manual,Third Owner,12.8 kmpl,2494 CC,8,2007
Maruti Ritz LDi,185000,185000,Diesel,Manual,Third Owner,21.1 kmpl,1248 CC,5,2011
Nissan Micra Diesel XV,250000,50000,Diesel,Manual,First Owner,23.08 kmpl,1461 CC,5,2011
Maruti Zen LXI,60000,100000,Petrol,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,5,2002
Hyundai Verna 1.6 SX VTVT (O),500000,50000,Petrol,Manual,Second Owner,17.1 kmpl,1591 CC,5,2013
Maruti Zen Estilo LXI BSIII,85000,80000,Petrol,Manual,Second Owner,18.2 kmpl,998 CC,5,2007
Hyundai Santro Xing XL,85000,60000,Petrol,Manual,Second Owner,,,,2005
Maruti Alto LX,85000,80000,Petrol,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,5,2005
Maruti Swift Dzire ZDi,265000,90000,Diesel,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,5,2011
Maruti A-Star Vxi,130000,162000,Petrol,Manual,Second Owner,19.0 kmpl,998 CC,5,2010
Maruti Ertiga VDI,480000,110000,Diesel,Manual,Third Owner,20.77 kmpl,1248 CC,7,2013
Maruti Swift Ldi BSIII,170000,120000,Diesel,Manual,Third Owner,17.8 kmpl,1248 CC,5,2008
Nissan Micra Diesel XV,275000,45000,Diesel,Manual,First Owner,23.08 kmpl,1461 CC,5,2011
Maruti Wagon R LXI,89000,90000,Petrol,Manual,Second Owner,18.9 kmpl,998 CC,5,2005
Ford Figo Diesel Titanium,170000,90000,Diesel,Manual,Second Owner,20.0 kmpl,1399 CC,5,2010
Mahindra XUV300 W8 Option BSIV,1090000,16500,Petrol,Manual,First Owner,17.0 kmpl,1197 CC,5,2019
Hyundai Creta 1.6 CRDi AT SX Plus,1100000,67000,Diesel,Automatic,First Owner,17.01 kmpl,1582 CC,5,2017
Maruti Swift VXI BSIV,610000,52000,Petrol,Manual,First Owner,22.0 kmpl,1197 CC,5,2018
Datsun GO T Option BSIV,335000,40000,Petrol,Manual,First Owner,20.63 kmpl,1198 CC,5,2016
Hyundai Grand i10 Asta,434999,40000,Petrol,Manual,First Owner,18.9 kmpl,1197 CC,5,2015
Toyota Fortuner 2.8 2WD MT BSIV,3000000,35000,Diesel,Manual,First Owner,14.24 kmpl,2755 CC,7,2018
Renault KWID RXL,390000,13000,Petrol,Manual,First Owner,20.71 kmpl,799 CC,5,2018
Honda Brio 1.2 VX MT,325000,40000,Petrol,Manual,First Owner,18.5 kmpl,1198 CC,5,2012
Volkswagen Ameo 1.2 MPI Comfortline Plus,640000,10000,Petrol,Manual,First Owner,17.0 kmpl,1198 CC,5,2019
Nissan Sunny XV Special Edition,450000,9000,Petrol,Manual,First Owner,16.95 kmpl,1498 CC,5,2012
Toyota Etios Liva GD SP,400000,70000,Diesel,Manual,Second Owner,23.59 kmpl,1364 CC,5,2013
Hyundai i10 Sportz,215000,60000,Petrol,Manual,First Owner,20.36 kmpl,1197 CC,5,2009
Renault Duster 85PS Diesel RxL,570000,40000,Diesel,Manual,First Owner,20.45 kmpl,1461 CC,5,2014
Mahindra XUV500 W8 2WD,680000,93000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2012
Toyota Innova 2.5 V Diesel 7-seater,325000,80000,Diesel,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,7,2008
Tata Indigo CS eGLX BS IV,150000,50000,Petrol,Manual,Second Owner,15.64 kmpl,1193 CC,5,2011
Hyundai Elantra SX AT,690000,68000,Petrol,Automatic,First Owner,14.5 kmpl,1797 CC,5,2013
Mercedes-Benz New C-Class 220 CDI AT,1550000,25000,Diesel,Automatic,First Owner,14.84 kmpl,2143 CC,5,2013
Tata Nano STD,64000,18000,Petrol,Manual,First Owner,25.4 kmpl,624 CC,4,2012
Nissan Micra Diesel XL,250000,120000,Diesel,Manual,First Owner,23.08 kmpl,1461 CC,5,2013
Maruti Wagon R LXI,65000,35000,Petrol,Manual,First Owner,18.9 kmpl,998 CC,5,2005
Maruti Swift Dzire VDI,550000,60000,Diesel,Manual,Second Owner,26.59 kmpl,1248 CC,5,2016
Hyundai i10 Magna,140000,70000,Petrol,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,5,2010
Renault KWID RXT,300000,30000,Petrol,Manual,First Owner,25.17 kmpl,799 CC,5,2016
Volkswagen GTI 1.8 TSI,800000,70000,Petrol,Automatic,First Owner,16.34 kmpl,1798 CC,5,2016
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC,5,2017
Lexus ES 300h,5150000,20000,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC,5,2019
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC,5,2017
Tata Safari Storme EX,503000,110000,Diesel,Manual,First Owner,14.1 kmpl,2179 CC,7,2015
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC,5,2019
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC,5,2016
Maruti Wagon R LXI,225000,58343,Petrol,Manual,First Owner,21.79 kmpl,998 CC,5,2013
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2018
Honda Jazz VX,550000,56494,Petrol,Manual,First Owner,18.2 kmpl,1199 CC,5,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2013
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2019
Toyota Etios VX,625000,25538,Petrol,Manual,First Owner,16.78 kmpl,1496 CC,5,2017
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2018
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,First Owner,24.0 kmpl,1186 CC,5,2017
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC,5,2019
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC,5,2016
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC,5,2018
Hyundai i10 Magna,150000,106000,Petrol,Manual,Third Owner,20.36 kmpl,1197 CC,5,2010
Toyota Etios Liva Diesel TRD Sportivo,265000,162000,Diesel,Manual,Third Owner,,,,2012
Honda CR-V 2.4L 4WD AT,500000,120000,Petrol,Automatic,Second Owner,11.1 kmpl,2354 CC,5,2009
Maruti Swift Dzire VDI,480000,90000,Diesel,Manual,First Owner,26.59 kmpl,1248 CC,5,2015
Hyundai Verna 1.6 SX CRDi (O),535000,70000,Diesel,Manual,Third Owner,22.32 kmpl,1582 CC,5,2014
Toyota Innova 2.5 G1 Diesel 8-seater,250000,240000,Diesel,Manual,Third Owner,12.8 kmpl,2494 CC,8,2005
Maruti SX4 Celebration Diesel,300000,100000,Diesel,Manual,Second Owner,21.5 kmpl,1248 CC,5,2012
Hyundai Verna XXi ABS (Petrol),340000,214000,Petrol,Manual,Second Owner,13.9 kmpl,1599 CC,5,2009
Hyundai Verna CRDi SX,340000,214000,Diesel,Manual,Second Owner,16.8 kmpl,1493 CC,5,2009
Maruti Alto 800 VXI,240000,50000,Petrol,Manual,First Owner,22.74 kmpl,796 CC,5,2016
Honda City i-VTEC CVT V,1085000,1000,Petrol,Automatic,First Owner,18.0 kmpl,1497 CC,5,2018
Maruti Swift Dzire AMT VDI,750000,19000,Diesel,Automatic,First Owner,28.4 kmpl,1248 CC,5,2017
Tata Indigo LS,95000,265000,Diesel,Manual,Second Owner,17.0 kmpl,1405 CC,5,2012
Maruti Eeco CNG 5 Seater AC,409999,35000,CNG,Manual,First Owner,20.88 km/kg,1196 CC,5,2020
Maruti Alto K10 VXI,215000,80000,Petrol,Manual,Second Owner,23.95 kmpl,998 CC,5,2014
Mahindra XUV500 AT W10 AWD,1290000,50000,Diesel,Automatic,First Owner,16.0 kmpl,2179 CC,7,2016
Maruti Alto K10 LXI,150000,80000,Petrol,Manual,First Owner,20.92 kmpl,998 CC,5,2010
Hyundai EON Sportz,219000,50000,Petrol,Manual,Second Owner,21.1 kmpl,814 CC,5,2013
Tata Tiago 1.2 Revotron XE,325000,100000,Petrol,Manual,First Owner,23.84 kmpl,1199 CC,5,2018
Maruti Eeco Smiles 5 Seater AC,260000,120000,Petrol,Manual,Second Owner,15.1 kmpl,1196 CC,5,2013
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC,5,2017
Lexus ES 300h,5150000,20000,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC,5,2019
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC,5,2017
Tata Safari Storme EX,503000,110000,Diesel,Manual,First Owner,14.1 kmpl,2179 CC,7,2015
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC,5,2019
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC,5,2016
Maruti Wagon R LXI,225000,58343,Petrol,Manual,First Owner,21.79 kmpl,998 CC,5,2013
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2018
Honda Jazz VX,550000,56494,Petrol,Manual,First Owner,18.2 kmpl,1199 CC,5,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2013
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2019
Toyota Etios VX,625000,25538,Petrol,Manual,First Owner,16.78 kmpl,1496 CC,5,2017
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2018
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,First Owner,24.0 kmpl,1186 CC,5,2017
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC,5,2019
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC,5,2016
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC,5,2018
Honda Amaze S CVT Diesel BSIV,700000,40000,Diesel,Automatic,First Owner,23.8 kmpl,1498 CC,5,2019
Hyundai Creta 1.4 CRDi Base,950000,45000,Diesel,Manual,First Owner,21.38 kmpl,1396 CC,5,2017
Maruti Alto LXi BSIII,160000,80000,Petrol,Manual,Second Owner,19.7 kmpl,796 CC,5,2010
Hyundai Xcent 1.1 CRDi S Option,409999,135000,Diesel,Manual,Second Owner,24.4 kmpl,1120 CC,5,2015
Toyota Innova 2.5 G (Diesel) 7 Seater,840000,120000,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2015
Toyota Etios Liva Diesel,450000,67000,Diesel,Manual,First Owner,23.59 kmpl,1364 CC,5,2013
Maruti Swift Dzire ZDI Plus,900000,50000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2017
Toyota Innova 2.5 V Diesel 7-seater,570000,134000,Diesel,Manual,Second Owner,12.8 kmpl,2494 CC,7,2008
Nissan Micra Diesel XV,254999,110000,Diesel,Manual,Second Owner,23.08 kmpl,1461 CC,5,2011
Maruti 800 AC BSIII,130000,40000,Petrol,Manual,First Owner,16.1 kmpl,796 CC,4,2009
Maruti Swift Dzire VDI,530000,120000,Diesel,Manual,Second Owner,23.4 kmpl,1248 CC,5,2013
Volkswagen Polo 1.5 TDI Highline,520000,110000,Diesel,Manual,Second Owner,20.14 kmpl,1498 CC,5,2015
Mahindra Verito 1.5 D2 BSIII,229999,170000,Diesel,Manual,Second Owner,21.0 kmpl,1461 CC,5,2011
Maruti 800 AC BSIII,81000,80000,Petrol,Manual,Second Owner,16.1 kmpl,796 CC,4,2004
Maruti Swift VDI Optional,600000,47000,Diesel,Manual,First Owner,25.2 kmpl,1248 CC,5,2016
Hyundai Xcent 1.2 Kappa S Option,409999,93000,Petrol,Manual,First Owner,19.1 kmpl,1197 CC,5,2015
Maruti 800 Std,120000,70000,Petrol,Manual,Second Owner,16.1 kmpl,796 CC,4,2010
Maruti Celerio VXI,320000,50000,Petrol,Manual,First Owner,23.1 kmpl,998 CC,5,2014
Ford Figo Diesel EXI,292000,70000,Diesel,Manual,First Owner,20.0 kmpl,1399 CC,5,2015
Tata Safari DICOR 2.2 LX 4x2,390000,80000,Diesel,Manual,First Owner,13.93 kmpl,2179 CC,7,2012
Ford Figo 1.2P Titanium Plus MT,550000,44000,Petrol,Manual,First Owner,18.16 kmpl,1196 CC,5,2016
Maruti Celerio ZXI,385000,25000,Petrol,Manual,First Owner,23.1 kmpl,998 CC,5,2014
Hyundai Creta 1.6 VTVT S,800000,25000,Petrol,Manual,First Owner,15.29 kmpl,1591 CC,5,2016
Maruti Swift Dzire VXI 1.2,675000,10000,Petrol,Manual,First Owner,21.21 kmpl,1197 CC,5,2019
Tata Hexa XT,1525000,50000,Diesel,Manual,First Owner,17.6 kmpl,2179 CC,7,2018
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,30000,Diesel,Manual,First Owner,23.0 kmpl,1498 CC,5,2018
Hyundai i20 Active 1.4 SX with AVN,610000,50000,Diesel,Manual,Second Owner,21.19 kmpl,1396 CC,5,2015
Hyundai i20 Asta 1.4 CRDi,525000,120000,Diesel,Manual,First Owner,22.54 kmpl,1396 CC,5,2012
Honda Amaze S CVT Diesel BSIV,700000,40000,Diesel,Automatic,First Owner,23.8 kmpl,1498 CC,5,2019
Mahindra Bolero 2011-2019 SLE,375000,80000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,7,2015
Nissan Terrano XL Plus 85 PS,580000,90000,Diesel,Manual,First Owner,20.45 kmpl,1461 CC,5,2015
Maruti Swift VXI Windsong Limited edition,434999,50000,Petrol,Manual,Second Owner,20.4 kmpl,1197 CC,5,2015
Datsun RediGO 1.0 S,350000,2136,Petrol,Manual,First Owner,22.5 kmpl,999 CC,5,2020
Toyota Innova 2.5 G (Diesel) 7 Seater,730000,250000,Diesel,Manual,First Owner,12.99 kmpl,2494 CC,7,2012
Hyundai i20 Magna 1.2,600000,35000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2015
Toyota Innova 2.5 VX (Diesel) 7 Seater,1050000,120000,Diesel,Manual,First Owner,12.99 kmpl,2494 CC,7,2015
Maruti Baleno Alpha 1.3,735000,70000,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2017
Renault Duster 110PS Diesel RxZ,1050000,18000,Diesel,Manual,First Owner,19.6 kmpl,1461 CC,5,2018
Chevrolet Enjoy 1.3 TCDi LS 7,420000,110000,Diesel,Manual,Second Owner,18.2 kmpl,1248 CC,7,2016
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,60000,Diesel,Manual,First Owner,23.65 kmpl,1248 CC,5,2017
Toyota Fortuner 4x2 AT,2000000,60000,Diesel,Automatic,First Owner,12.55 kmpl,2982 CC,7,2015
Maruti Swift Dzire VDI,600000,147000,Diesel,Manual,Second Owner,26.59 kmpl,1248 CC,5,2016
Toyota Fortuner 4x2 AT,1900000,130000,Diesel,Automatic,First Owner,12.55 kmpl,2982 CC,7,2015
Chevrolet Captiva LT,500000,99500,Diesel,Manual,Third Owner,11.5 kmpl,1991 CC,7,2011
Tata Indica Vista Aqua 1.4 TDI,200000,110000,Diesel,Manual,Second Owner,17.0 kmpl,1405 CC,5,2011
Nissan Micra Active XL Petrol,370000,35000,Petrol,Manual,First Owner,19.49 kmpl,1198 CC,5,2016
Hyundai Verna Transform CRDi VGT SX ABS,260000,110000,Diesel,Manual,Second Owner,16.2 kmpl,1493 CC,5,2010
Mahindra KUV 100 mFALCON D75 K8,280000,100000,Diesel,Manual,First Owner,25.32 kmpl,1198 CC,6,2016
Maruti Ertiga VXI,610000,21000,Petrol,Manual,First Owner,16.02 kmpl,1373 CC,7,2014
Ford Fiesta Titanium 1.5 TDCi,300000,60000,Diesel,Manual,Second Owner,23.5 kmpl,1498 CC,5,2013
Tata Indigo CS LX DiCOR,140000,40000,Diesel,Manual,First Owner,16.6 kmpl,1405 CC,5,2010
Hyundai i10 Magna 1.1L,229999,50000,Petrol,Manual,First Owner,19.81 kmpl,1086 CC,5,2008
Maruti A-Star Vxi,200000,65000,Petrol,Manual,Second Owner,19.0 kmpl,998 CC,5,2010
Maruti Wagon R VXI BSIII,200000,80000,Petrol,Manual,First Owner,18.9 kmpl,998 CC,5,2011
Hyundai Verna 1.6 CRDi S,560000,119000,Diesel,Manual,First Owner,23.9 kmpl,1582 CC,5,2015
Maruti Ertiga SHVS VDI,750000,80000,Diesel,Manual,First Owner,24.52 kmpl,1248 CC,7,2016
Maruti Swift VDI BSIV,585000,90000,Diesel,Manual,First Owner,25.2 kmpl,1248 CC,5,2017
